booking_id,adr,adults,agent,arrival_date_day_of_month,arrival_date_month,arrival_date_week_number,arrival_date_year,assigned_room_type,babies,booking_changes,booking_src_id,children,company,cost_amount,country,customer_src_id,customer_type,days_in_waiting_list,deposit_type,distribution_channel,hotel,is_canceled,is_repeated_guest,lead_time,market_segment,meal,previous_bookings_not_canceled,previous_cancellations,product_bundle_name,profit_amount,required_car_parking_spaces,reservation_status,reservation_status_date,reserved_room_type,sales_amount,source_system,source_table,stays_in_week_nights,stays_in_weekend_nights,total_of_special_requests,total_nights,city_name,country_name,hotel_key,hotel_src_id,hotel_name,star_rating
R0399087,271,2,240.0,6,12,39,2025,D,0,0,R399088,0.0,,737.12,ESP,GR399088,Transient,0,No Deposit,TA/TO,HTL-R-0144,0,0,72,Online TA,HB,0,0,FAMILY_PACKAGE,346.88,0,Check-Out,2017-07-22,D,1084,RESORT,SRC_RESORT_HOTEL,4,0,0,4,Funchal,Spain,,HTL-R-DFF7BCC82B,Funchal Resort Hotel 0144,5
R0400479,196.5,2,240.0,6,12,11,2025,A,0,0,R400480,0.0,,534.48,ESP,GR400480,Transient,0,No Deposit,TA/TO,HTL-R-0136,0,0,30,Online TA,BB,0,0,FAMILY_PACKAGE,251.52,1,Check-Out,2017-09-02,A,786,RESORT,SRC_RESORT_HOTEL,4,0,2,4,Funchal,Spain,,HTL-R-A79B5CE0F3,Funchal Resort Hotel 0136,3
R0400507,240.6,2,250.0,6,12,52,2025,E,0,2,R400508,0.0,,818.04,USA,GR400508,Transient,0,No Deposit,Direct,HTL-R-0210,0,0,126,Direct,BB,0,0,SPA_ESCAPE,384.96,1,Check-Out,2017-09-03,E,1203,RESORT,SRC_RESORT_HOTEL,5,0,1,5,Lagos,United States,,HTL-R-1AE544C354,Lagos Resort Hotel 0210,5
R0401164,123,2,243.0,6,12,39,2025,D,0,0,R401165,0.0,,1170.96,GBR,GR401165,Transient,0,No Deposit,TA/TO,HTL-R-0179,0,0,30,Offline TA/TO,BB,0,0,STANDARD_RESORT,551.04,0,Check-Out,2015-08-02,D,1722,RESORT,SRC_RESORT_HOTEL,10,4,2,14,Lagos,United Kingdom,,HTL-R-A092A356B5,Lagos Resort Hotel 0179,4
R0040184,113,2,240.0,6,12,45,2025,D,0,0,R40185,0.0,,0,PRT,GR40185,Transient,0,No Deposit,TA/TO,HTL-R-0227,1,0,33,Online TA,BB,0,0,FAMILY_PACKAGE,0,0,Canceled,2015-06-16,D,0,RESORT,SRC_RESORT_HOTEL,1,0,0,1,Lagos,Portugal,,HTL-R-EF51FE4FEE,Lagos Resort Hotel 0227,5
R0402124,150.71,3,250.0,6,12,8,2025,G,0,2,R402125,0.0,,717.3796,PRT,GR402125,Transient,0,No Deposit,Direct,HTL-R-0175,0,0,68,Direct,HB,0,0,SPA_ESCAPE,337.5904,1,Check-Out,2015-09-09,G,1054.97,RESORT,SRC_RESORT_HOTEL,5,2,0,7,Lagos,Portugal,,HTL-R-7BA0CE1FA5,Lagos Resort Hotel 0175,5
R0403118,56,2,,6,12,10,2025,D,0,0,R403119,0.0,,38.08,ESP,GR403119,Transient,0,No Deposit,Direct,HTL-R-0217,0,0,0,Direct,BB,0,0,STANDARD_RESORT,17.92,0,Check-Out,2015-10-21,D,56,RESORT,SRC_RESORT_HOTEL,1,0,0,1,Lagos,Spain,,HTL-R-D6BFD9FF14,Lagos Resort Hotel 0217,3
R0403597,73.2,2,250.0,6,12,35,2025,D,0,2,R403598,1.0,,248.88,ESP,GR403598,Transient,0,No Deposit,Direct,HTL-R-0107,0,0,36,Direct,BB,0,0,SPA_ESCAPE,117.12,1,Check-Out,2015-11-15,A,366,RESORT,SRC_RESORT_HOTEL,5,0,0,5,Funchal,Spain,,HTL-R-F2938775A3,Funchal Resort Hotel 0107,5
R0403610,40,1,281.0,6,12,5,2025,A,0,0,R403611,0.0,,0,PRT,GR403611,Transient-Party,0,No Deposit,Corporate,HTL-R-0010,1,0,40,Corporate,BB,0,0,ALL_INCLUSIVE,0,0,Canceled,2015-10-10,A,0,RESORT,SRC_RESORT_HOTEL,4,0,0,4,Albufeira,Portugal,,HTL-R-01B31746BB,Albufeira Resort Hotel 0010,5
R0403794,32,2,,6,12,35,2025,E,0,0,R403795,0.0,342.0,21.76,PRT,GR403795,Transient-Party,0,No Deposit,Corporate,HTL-R-0121,0,0,24,Corporate,BB,0,0,FAMILY_PACKAGE,10.24,0,Check-Out,2015-11-22,A,32,RESORT,SRC_RESORT_HOTEL,1,0,0,1,Funchal,Portugal,,HTL-R-5116C00459,Funchal Resort Hotel 0121,3
R0403901,52.4,2,240.0,6,12,1,2025,D,0,0,R403902,0.0,,142.528,ESP,GR403902,Transient,0,No Deposit,TA/TO,HTL-R-0040,0,0,22,Online TA,BB,0,0,FAMILY_PACKAGE,67.072,0,Check-Out,2015-12-08,D,209.6,RESORT,SRC_RESORT_HOTEL,2,2,2,4,Albufeira,Spain,,HTL-R-ED89D3F891,Albufeira Resort Hotel 0040,4
R0404777,39,1,240.0,6,12,10,2025,A,0,0,R404778,0.0,,0,PRT,GR404778,Transient,0,No Deposit,TA/TO,HTL-R-0169,1,0,26,Online TA,BB,0,0,SPA_ESCAPE,0,0,Canceled,2016-02-09,A,0,RESORT,SRC_RESORT_HOTEL,4,0,1,4,Lagos,Portugal,,HTL-R-8C6049109C,Lagos Resort Hotel 0169,3
R0404965,63.9,2,115.0,6,12,12,2025,E,0,0,R404966,0.0,,608.328,GBR,GR404966,Transient,0,No Deposit,TA/TO,HTL-R-0241,0,0,157,Offline TA/TO,HB,0,0,ALL_INCLUSIVE,286.272,0,Check-Out,2016-03-21,E,894.6,RESORT,SRC_RESORT_HOTEL,10,4,0,14,Lagos,United Kingdom,,HTL-R-F8603263EB,Lagos Resort Hotel 0241,4
R0041006,186,2,240.0,6,12,34,2025,D,0,0,R41007,0.0,,0,PRT,GR41007,Transient,0,No Deposit,TA/TO,HTL-R-0162,1,0,122,Online TA,HB,0,0,WEEKEND_GETAWAY,0,0,Canceled,2015-04-13,D,0,RESORT,SRC_RESORT_HOTEL,2,2,1,4,Funchal,Portugal,,HTL-R-3C4DE8B9F7,Funchal Resort Hotel 0162,5
R0410700,37.8,2,240.0,6,12,6,2025,A,0,0,R410701,0.0,,0,CN,GR410701,Transient,0,No Deposit,TA/TO,HTL-R-0209,1,0,239,Online TA,BB,0,0,STANDARD_RESORT,0,0,Canceled,2016-08-29,A,0,RESORT,SRC_RESORT_HOTEL,20,8,2,28,Lagos,China,,HTL-R-349B47D4FF,Lagos Resort Hotel 0209,4
R0411335,65,2,240.0,6,12,12,2025,A,0,0,R411336,0.0,,0,FRA,GR411336,Transient,0,No Deposit,TA/TO,HTL-R-0085,1,0,30,Online TA,BB,0,0,WEEKEND_GETAWAY,0,0,Canceled,2017-03-07,A,0,RESORT,SRC_RESORT_HOTEL,3,1,2,4,Funchal,France,,HTL-R-39C8FFE8F4,Funchal Resort Hotel 0085,5
R0411417,115,2,240.0,6,12,26,2025,E,0,0,R411418,0.0,,0,PRT,GR411418,Transient,0,No Deposit,TA/TO,HTL-R-0026,1,0,22,Online TA,BB,0,0,WEEKEND_GETAWAY,0,0,Canceled,2017-03-15,E,0,RESORT,SRC_RESORT_HOTEL,3,0,0,3,Albufeira,Portugal,,HTL-R-CA9A8A3F80,Albufeira Resort Hotel 0026,3
R0411520,127,2,240.0,6,12,7,2025,C,0,0,R411521,2.0,,0,RUS,GR411521,Transient,0,No Deposit,TA/TO,HTL-R-0048,1,0,29,Online TA,BB,0,0,WEEKEND_GETAWAY,0,0,Canceled,2017-03-12,C,0,RESORT,SRC_RESORT_HOTEL,4,1,0,5,Albufeira,Russia,,HTL-R-4152E89179,Albufeira Resort Hotel 0048,5
R0411889,54,2,240.0,6,12,24,2025,A,0,0,R411890,0.0,,0,GBR,GR411890,Transient,0,No Deposit,TA/TO,HTL-R-0010,1,0,237,Online TA,BB,0,0,SPA_ESCAPE,0,0,Canceled,2016-10-12,A,0,RESORT,SRC_RESORT_HOTEL,2,1,0,3,Albufeira,United Kingdom,,HTL-R-EA7235F6F0,Albufeira Resort Hotel 0010,4
R0411949,90,2,251.0,6,12,20,2025,D,0,0,R411950,0.0,,0,PRT,GR411950,Transient-Party,0,No Deposit,TA/TO,HTL-R-0224,1,0,202,Groups,HB,0,0,FAMILY_PACKAGE,0,0,Canceled,2017-02-07,D,0,RESORT,SRC_RESORT_HOTEL,1,0,0,1,Lagos,Portugal,,HTL-R-B1B323EAEE,Lagos Resort Hotel 0224,4
R0412419,71.1,2,,6,12,24,2025,A,0,0,R412420,0.0,,0,PRT,GR412420,Transient,0,Non Refund,TA/TO,HTL-R-0095,1,0,411,Groups,BB,0,0,SPA_ESCAPE,0,0,Canceled,2016-04-15,A,0,RESORT,SRC_RESORT_HOTEL,4,2,0,6,Funchal,Portugal,,HTL-R-B3242B58D9,Funchal Resort Hotel 0095,4
R0412617,180,2,240.0,6,12,39,2025,G,0,2,R412618,2.0,,0,IRL,GR412618,Transient,0,No Deposit,TA/TO,HTL-R-0065,1,0,197,Online TA,BB,0,0,STANDARD_RESORT,0,0,Canceled,2017-04-10,G,0,RESORT,SRC_RESORT_HOTEL,6,2,0,8,Albufeira,Ireland,,HTL-R-BFF666AAF0,Albufeira Resort Hotel 0065,5
R0412692,107.1,2,240.0,6,12,1,2025,E,0,0,R412693,0.0,,0,IRL,GR412693,Transient,0,No Deposit,TA/TO,HTL-R-0115,1,0,298,Online TA,BB,0,0,WEEKEND_GETAWAY,0,0,Canceled,2016-08-18,E,0,RESORT,SRC_RESORT_HOTEL,7,3,0,10,Funchal,Ireland,,HTL-R-9CBA04ADAB,Funchal Resort Hotel 0115,4
R0412978,120,2,240.0,6,12,52,2025,A,0,2,R412979,0.0,,0,BRA,GR412979,Transient,0,No Deposit,TA/TO,HTL-R-0070,1,0,106,Online TA,BB,0,0,ALL_INCLUSIVE,0,0,Canceled,2017-03-14,A,0,RESORT,SRC_RESORT_HOTEL,3,1,1,4,Albufeira,Brazil,,HTL-R-A1E091C1A9,Albufeira Resort Hotel 0070,3
R0414095,222,2,240.0,6,12,52,2025,E,0,2,R414096,0.0,,0,ESP,GR414096,Transient,0,No Deposit,TA/TO,HTL-R-0250,1,0,245,Online TA,HB,0,0,FAMILY_PACKAGE,0,0,Canceled,2017-06-03,E,0,RESORT,SRC_RESORT_HOTEL,4,2,2,6,Lagos,Spain,,HTL-R-E19AF7E549,Lagos Resort Hotel 0250,4
R0415040,70,2,250.0,6,12,14,2025,A,0,0,R415041,0.0,,47.6,PRT,GR415041,Transient,0,No Deposit,Direct,HTL-R-0038,0,0,6,Direct,BB,0,0,WEEKEND_GETAWAY,22.4,0,Check-Out,2017-03-27,A,70,RESORT,SRC_RESORT_HOTEL,0,1,1,1,Albufeira,Portugal,,HTL-R-801E607513,Albufeira Resort Hotel 0038,3
R0415598,36,2,,6,12,51,2025,A,0,0,R415599,0.0,,0,PRT,GR415599,Transient,0,Non Refund,TA/TO,HTL-R-0045,1,0,244,Offline TA/TO,BB,0,19,ALL_INCLUSIVE,0,0,Canceled,2015-04-29,A,0,RESORT,SRC_RESORT_HOTEL,3,0,0,3,Albufeira,Portugal,,HTL-R-74C8F4726C,Albufeira Resort Hotel 0045,5
R0415642,121.7,2,142.0,6,12,19,2025,A,0,0,R415643,0.0,,0,PRT,GR415643,Contract,0,No Deposit,TA/TO,HTL-R-0214,1,0,155,Offline TA/TO,HB,0,1,STANDARD_RESORT,0,0,Canceled,2015-05-16,A,0,RESORT,SRC_RESORT_HOTEL,6,2,0,8,Lagos,Portugal,,HTL-R-11B99ADF17,Lagos Resort Hotel 0214,5
R0416546,119.7,2,196.0,6,12,52,2025,A,0,0,R416547,0.0,,569.772,PRT,GR416547,Transient-Party,0,No Deposit,TA/TO,HTL-R-0145,0,0,157,Offline TA/TO,HB,0,0,SPA_ESCAPE,268.128,0,Check-Out,2015-08-09,A,837.9,RESORT,SRC_RESORT_HOTEL,5,2,1,7,Funchal,Portugal,,HTL-R-BA30952524,Funchal Resort Hotel 0145,4
R0416991,120.6,2,240.0,6,12,21,2025,A,0,0,R416992,0.0,,410.04,FRA,GR416992,Transient,0,No Deposit,TA/TO,HTL-R-0149,0,0,69,Online TA,BB,0,0,STANDARD_RESORT,192.96,0,Check-Out,2015-08-28,A,603,RESORT,SRC_RESORT_HOTEL,3,2,1,5,Funchal,France,,HTL-R-94822824BA,Funchal Resort Hotel 0149,3
R0417823,43.74,2,96.0,6,12,3,2025,D,0,0,R417824,0.0,,178.4592,NOR,GR417824,Transient-Party,0,No Deposit,TA/TO,HTL-R-0078,0,0,246,Offline TA/TO,BB,0,0,WEEKEND_GETAWAY,83.9808,0,Check-Out,2015-10-01,D,262.44,RESORT,SRC_RESORT_HOTEL,4,2,1,6,Albufeira,Norway,,HTL-R-CFC5F46A8E,Albufeira Resort Hotel 0078,3
R0041871,65,1,240.0,6,12,7,2025,A,0,1,R41872,0.0,,44.2,PRT,GR41872,Transient,0,No Deposit,TA/TO,HTL-R-0081,0,0,0,Online TA,BB,0,0,STANDARD_RESORT,20.8,0,Check-Out,2015-09-17,A,65,RESORT,SRC_RESORT_HOTEL,1,0,0,1,Albufeira,Portugal,,HTL-R-373F12912B,Albufeira Resort Hotel 0081,5
R0419450,23.93,1,115.0,6,12,43,2025,D,0,0,R419451,0.0,,113.9068,GBR,GR419451,Transient,0,No Deposit,TA/TO,HTL-R-0117,0,0,75,Offline TA/TO,BB,0,0,ALL_INCLUSIVE,53.6032,0,Check-Out,2015-12-01,A,167.51,RESORT,SRC_RESORT_HOTEL,5,2,0,7,Funchal,United Kingdom,,HTL-R-9FFE145839,Funchal Resort Hotel 0117,3
R0420260,36.4,3,6.0,6,12,22,2025,D,0,0,R420261,0.0,,99.008,ESP,GR420261,Transient,0,No Deposit,TA/TO,HTL-R-0111,0,0,46,Offline TA/TO,BB,0,0,FAMILY_PACKAGE,46.592,0,Check-Out,2015-12-30,A,145.6,RESORT,SRC_RESORT_HOTEL,2,2,1,4,Funchal,Spain,,HTL-R-DBD7BC3BA2,Funchal Resort Hotel 0111,3
R0042033,80,1,,6,12,48,2025,A,0,4,R42034,0.0,312.0,54.4,PRT,GR42034,Transient-Party,0,No Deposit,Direct,HTL-R-0230,0,0,16,Direct,SC,0,0,STANDARD_RESORT,25.6,0,Check-Out,2015-09-26,A,80,RESORT,SRC_RESORT_HOTEL,1,0,1,1,Lagos,Portugal,,HTL-R-341C301B31,Lagos Resort Hotel 0230,5
R0420342,224.67,2,,6,12,31,2025,A,0,0,R420343,0.0,,458.3268,PRT,GR420343,Transient-Party,0,No Deposit,Direct,HTL-R-0242,0,0,112,Groups,Undefined,0,0,FAMILY_PACKAGE,215.6832,0,Check-Out,2016-01-02,A,674.01,RESORT,SRC_RESORT_HOTEL,3,0,0,3,Lagos,Portugal,,HTL-R-5376E7E833,Lagos Resort Hotel 0242,4
R0420431,64.25,2,240.0,6,12,49,2025,D,0,0,R420432,0.0,,174.76,PRT,GR420432,Transient,0,No Deposit,TA/TO,HTL-R-0013,0,0,2,Online TA,BB,0,0,SPA_ESCAPE,82.24,0,Check-Out,2016-01-05,D,257,RESORT,SRC_RESORT_HOTEL,2,2,2,4,Albufeira,Portugal,,HTL-R-B9EA1D127B,Albufeira Resort Hotel 0013,5
R0422309,40,1,250.0,6,12,12,2025,D,0,1,R422310,0.0,,27.2,PRT,GR422310,Transient,0,No Deposit,Direct,HTL-R-0182,0,1,0,Direct,BB,0,0,ALL_INCLUSIVE,12.8,1,Check-Out,2016-03-09,A,40,RESORT,SRC_RESORT_HOTEL,1,0,0,1,Lagos,Portugal,,HTL-R-4BF242C315,Lagos Resort Hotel 0182,4
R0422368,44,1,,6,12,25,2025,D,0,1,R422369,0.0,,59.84,PRT,GR422369,Transient,0,No Deposit,Direct,HTL-R-0110,0,1,15,Direct,BB,3,0,FAMILY_PACKAGE,28.16,0,Check-Out,2016-12-22,A,88,RESORT,SRC_RESORT_HOTEL,2,0,1,2,Funchal,Portugal,,HTL-R-79DBD06222,Funchal Resort Hotel 0110,3
R0423199,35.11,2,241.0,6,12,25,2025,A,0,0,R423200,0.0,,23.8748,PRT,GR423200,Transient,0,No Deposit,TA/TO,HTL-R-0191,0,0,0,Online TA,BB,0,0,SPA_ESCAPE,11.2352,0,Check-Out,2016-03-30,A,35.11,RESORT,SRC_RESORT_HOTEL,1,0,0,1,Lagos,Portugal,,HTL-R-65B10704F0,Lagos Resort Hotel 0191,3
R0423488,68,2,67.0,6,12,36,2025,A,0,0,R423489,0.0,,138.72,ESP,GR423489,Transient-Party,0,No Deposit,TA/TO,HTL-R-0001,0,0,80,Groups,Undefined,0,0,ALL_INCLUSIVE,65.28,0,Check-Out,2016-04-10,A,204,RESORT,SRC_RESORT_HOTEL,3,0,0,3,Albufeira,Spain,,HTL-R-FAC61B9BA2,Albufeira Resort Hotel 0001,3
R0424397,111,2,242.0,6,12,29,2025,F,0,2,R424398,1.0,,150.96,PRT,GR424398,Transient,0,No Deposit,TA/TO,HTL-R-0142,0,0,35,Online TA,BB,0,0,SPA_ESCAPE,71.04,1,Check-Out,2016-05-04,F,222,RESORT,SRC_RESORT_HOTEL,1,1,0,2,Funchal,Portugal,,HTL-R-9EFFE724C1,Funchal Resort Hotel 0142,5
R0042447,50.4,2,240.0,6,12,37,2025,A,0,0,R42448,0.0,,34.272,ESP,GR42448,Transient,0,No Deposit,TA/TO,HTL-R-0231,0,0,2,Online TA,BB,0,0,ALL_INCLUSIVE,16.128,0,Check-Out,2015-10-12,A,50.4,RESORT,SRC_RESORT_HOTEL,0,1,1,1,Lagos,Spain,,HTL-R-1A903312F8,Lagos Resort Hotel 0231,3
R0426543,217,2,240.0,6,12,50,2025,A,0,0,R426544,0.0,,442.68,ESP,GR426544,Transient,0,No Deposit,TA/TO,HTL-R-0067,0,0,6,Online TA,HB,0,0,WEEKEND_GETAWAY,208.32,0,Check-Out,2016-07-17,A,651,RESORT,SRC_RESORT_HOTEL,3,0,2,3,Albufeira,Spain,,HTL-R-1F7006C4EB,Albufeira Resort Hotel 0067,4
R0427705,200.1,2,250.0,6,12,15,2025,A,0,0,R427706,0.0,,408.204,ESP,GR427706,Transient,0,No Deposit,Direct,HTL-R-0058,0,0,24,Direct,BB,0,0,ALL_INCLUSIVE,192.096,0,Check-Out,2016-08-20,A,600.3,RESORT,SRC_RESORT_HOTEL,3,0,2,3,Albufeira,Spain,,HTL-R-D800E8B19C,Albufeira Resort Hotel 0058,5
R0428299,176.1,3,250.0,6,12,19,2025,D,0,0,R428300,0.0,,359.244,PRT,GR428300,Transient,0,No Deposit,TA/TO,HTL-R-0191,0,0,12,Direct,BB,0,0,FAMILY_PACKAGE,169.056,1,Check-Out,2016-09-10,A,528.3,RESORT,SRC_RESORT_HOTEL,3,0,2,3,Lagos,Portugal,,HTL-R-007F7B3583,Lagos Resort Hotel 0191,5
R0428434,83,2,242.0,6,12,52,2025,A,0,0,R428435,0.0,,395.08,FRA,GR428435,Transient,0,No Deposit,TA/TO,HTL-R-0101,0,0,231,Online TA,BB,0,0,WEEKEND_GETAWAY,185.92,0,Check-Out,2016-09-12,A,581,RESORT,SRC_RESORT_HOTEL,5,2,1,7,Funchal,France,,HTL-R-42D086E4B5,Funchal Resort Hotel 0101,4
R0428881,76,2,96.0,6,12,34,2025,D,0,0,R428882,0.0,,361.76,IRL,GR428882,Transient-Party,0,No Deposit,TA/TO,HTL-R-0035,0,0,285,Groups,BB,0,0,FAMILY_PACKAGE,170.24,0,Check-Out,2016-09-27,D,532,RESORT,SRC_RESORT_HOTEL,5,2,2,7,Albufeira,Ireland,,HTL-R-D1D7A54453,Albufeira Resort Hotel 0035,3
R0429952,39,1,,6,12,47,2025,A,0,0,R429953,0.0,94.0,79.56,PRT,GR429953,Transient,0,No Deposit,Corporate,HTL-R-0089,0,0,14,Corporate,BB,0,0,SPA_ESCAPE,37.44,0,Check-Out,2016-10-27,A,117,RESORT,SRC_RESORT_HOTEL,2,1,0,3,Funchal,Portugal,,HTL-R-3434F8B7DE,Funchal Resort Hotel 0089,5
R0429996,70,2,240.0,6,12,2,2025,D,0,0,R429997,0.0,,238,GBR,GR429997,Transient-Party,0,No Deposit,TA/TO,HTL-R-0091,0,0,116,Online TA,BB,0,0,FAMILY_PACKAGE,112,0,Check-Out,2016-10-28,D,350,RESORT,SRC_RESORT_HOTEL,3,2,1,5,Funchal,United Kingdom,,HTL-R-2CF92EAC68,Funchal Resort Hotel 0091,4
R0430149,41,1,243.0,6,12,9,2025,A,0,0,R430150,0.0,,195.16,GBR,GR430150,Contract,0,No Deposit,TA/TO,HTL-R-0175,0,0,61,Offline TA/TO,HB,0,0,STANDARD_RESORT,91.84,0,Check-Out,2016-10-31,A,287,RESORT,SRC_RESORT_HOTEL,5,2,0,7,Lagos,United Kingdom,,HTL-R-8E1A5602D0,Lagos Resort Hotel 0175,4
R0431406,66,2,,6,12,45,2025,D,0,1,R431407,0.0,,44.88,USA,GR431407,Transient,0,No Deposit,Direct,HTL-R-0159,0,0,1,Direct,BB,0,0,WEEKEND_GETAWAY,21.12,1,Check-Out,2016-12-04,A,66,RESORT,SRC_RESORT_HOTEL,1,0,0,1,Funchal,United States,,HTL-R-CD31CD2233,Funchal Resort Hotel 0159,4
R0043150,0,2,242.0,6,12,19,2025,A,0,0,R43151,0.0,,0,PRT,GR43151,Transient,0,No Deposit,TA/TO,HTL-R-0005,0,0,74,Online TA,BB,0,0,SPA_ESCAPE,0,0,Check-Out,2015-11-16,A,0,RESORT,SRC_RESORT_HOTEL,0,0,1,0,Albufeira,Portugal,,HTL-R-EDAE3B0F67,Albufeira Resort Hotel 0005,4
R0432042,55.69,2,241.0,6,12,44,2025,F,0,0,R432043,0.0,,265.0844,FRA,GR432043,Transient,0,No Deposit,TA/TO,HTL-R-0062,0,0,16,Online TA,BB,0,0,SPA_ESCAPE,124.7456,0,Check-Out,2016-12-29,F,389.83,RESORT,SRC_RESORT_HOTEL,5,2,1,7,Albufeira,France,,HTL-R-40198BC9B8,Albufeira Resort Hotel 0062,4
R0432051,0,2,,6,12,40,2025,E,0,1,R432052,0.0,,0,BRA,GR432052,Transient,0,No Deposit,Direct,HTL-R-0193,0,0,29,Complementary,HB,0,0,STANDARD_RESORT,0,1,Check-Out,2016-12-29,E,0,RESORT,SRC_RESORT_HOTEL,2,0,2,2,Lagos,Brazil,,HTL-R-5040B72351,Lagos Resort Hotel 0193,4
R0432062,63,2,,6,12,37,2025,A,0,0,R432063,0.0,,85.68,GBR,GR432063,Transient,0,No Deposit,Direct,HTL-R-0240,0,0,3,Direct,BB,0,0,FAMILY_PACKAGE,40.32,0,Check-Out,2016-12-29,A,126,RESORT,SRC_RESORT_HOTEL,2,0,2,2,Lagos,United Kingdom,,HTL-R-E3D82F8668,Lagos Resort Hotel 0240,4
R0433391,88,2,240.0,6,12,33,2025,G,0,0,R433392,0.0,,59.84,SVK,GR433392,Transient,0,No Deposit,TA/TO,HTL-R-0249,0,0,17,Online TA,BB,0,0,WEEKEND_GETAWAY,28.16,0,Check-Out,2017-02-05,E,88,RESORT,SRC_RESORT_HOTEL,1,0,1,1,Lagos,Slovakia,,HTL-R-6AF25D3466,Lagos Resort Hotel 0249,4
R0433736,30,1,168.0,6,12,47,2025,C,0,0,R433737,0.0,,20.4,PRT,GR433737,Transient-Party,0,No Deposit,TA/TO,HTL-R-0018,0,0,5,Offline TA/TO,BB,0,0,STANDARD_RESORT,9.6,0,Check-Out,2017-02-16,A,30,RESORT,SRC_RESORT_HOTEL,1,0,0,1,Albufeira,Portugal,,HTL-R-BFC157EFEB,Albufeira Resort Hotel 0018,3
R0434236,40.31,2,241.0,6,12,48,2025,D,0,0,R434237,0.0,,191.8756,NLD,GR434237,Transient,0,No Deposit,TA/TO,HTL-R-0171,0,0,65,Online TA,BB,0,0,FAMILY_PACKAGE,90.2944,0,Check-Out,2017-02-28,D,282.17,RESORT,SRC_RESORT_HOTEL,5,2,1,7,Lagos,Netherlands,,HTL-R-4B4BC543AC,Lagos Resort Hotel 0171,3
R0435688,107.83,2,250.0,6,12,23,2025,G,0,0,R435689,1.0,,513.2708,GBR,GR435689,Transient,0,No Deposit,Direct,HTL-R-0177,0,0,211,Direct,BB,0,0,STANDARD_RESORT,241.5392,0,Check-Out,2017-04-13,G,754.81,RESORT,SRC_RESORT_HOTEL,5,2,0,7,Lagos,United Kingdom,,HTL-R-6CE74644DE,Lagos Resort Hotel 0177,3
R0437069,48,2,177.0,6,12,24,2025,A,0,0,R437070,0.0,,228.48,IRL,GR437070,Transient,0,No Deposit,TA/TO,HTL-R-0204,0,0,103,Offline TA/TO,BB,0,0,SPA_ESCAPE,107.52,0,Check-Out,2017-05-22,A,336,RESORT,SRC_RESORT_HOTEL,5,2,1,7,Lagos,Ireland,,HTL-R-EB2214E11C,Lagos Resort Hotel 0204,4
R0437580,122,2,240.0,6,12,22,2025,A,0,0,R437581,0.0,,165.92,PRT,GR437581,Transient,0,No Deposit,TA/TO,HTL-R-0219,0,0,4,Online TA,HB,0,0,SPA_ESCAPE,78.08,0,Check-Out,2017-06-03,A,244,RESORT,SRC_RESORT_HOTEL,2,0,1,2,Lagos,Portugal,,HTL-R-A82D79634F,Lagos Resort Hotel 0219,3
R0437950,180,2,240.0,6,12,40,2025,G,1,1,R437951,0.0,,612,IRL,GR437951,Transient,0,No Deposit,TA/TO,HTL-R-0098,0,0,147,Online TA,BB,0,0,FAMILY_PACKAGE,288,0,Check-Out,2017-06-15,G,900,RESORT,SRC_RESORT_HOTEL,3,2,2,5,Funchal,Ireland,,HTL-R-7BEE910890,Funchal Resort Hotel 0098,4
R0438082,140,2,240.0,6,12,17,2025,A,0,0,R438083,0.0,,190.4,ESP,GR438083,Transient,0,No Deposit,TA/TO,HTL-R-0131,0,0,25,Online TA,BB,0,0,SPA_ESCAPE,89.6,0,Check-Out,2017-06-19,A,280,RESORT,SRC_RESORT_HOTEL,1,1,1,2,Funchal,Spain,,HTL-R-F948EFD70C,Funchal Resort Hotel 0131,4
R0438245,92.17,2,241.0,6,12,8,2025,A,0,0,R438246,0.0,,438.7292,ITA,GR438246,Transient,0,No Deposit,TA/TO,HTL-R-0058,0,0,236,Online TA,HB,0,0,ALL_INCLUSIVE,206.4608,0,Check-Out,2017-06-25,A,645.19,RESORT,SRC_RESORT_HOTEL,5,2,1,7,Albufeira,Italy,,HTL-R-F8D4B37412,Albufeira Resort Hotel 0058,3
R0438712,111,2,11.0,6,12,36,2025,A,0,0,R438713,0.0,,528.36,ROU,GR438713,Transient,0,No Deposit,TA/TO,HTL-R-0052,0,0,13,Offline TA/TO,HB,0,0,FAMILY_PACKAGE,248.64,0,Check-Out,2017-07-09,A,777,RESORT,SRC_RESORT_HOTEL,5,2,1,7,Albufeira,Romania,,HTL-R-B5CD32AFF0,Albufeira Resort Hotel 0052,4
R0440662,75,1,,6,12,38,2025,C,0,0,R440663,0.0,,51,GBR,GR440663,Transient,0,No Deposit,Direct,HTL-R-0013,0,0,7,Direct,BB,0,0,STANDARD_RESORT,24,0,Check-Out,2015-07-02,A,75,RESORT,SRC_RESORT_HOTEL,1,0,0,1,Albufeira,United Kingdom,,HTL-R-DD6357251F,Albufeira Resort Hotel 0013,4
R0441442,188,2,,6,12,34,2025,H,0,0,R441443,2.0,,127.84,PRT,GR441443,Transient,0,No Deposit,Direct,HTL-R-0074,0,0,0,Direct,BB,0,0,FAMILY_PACKAGE,60.16,0,Check-Out,2015-07-30,H,188,RESORT,SRC_RESORT_HOTEL,1,0,0,1,Albufeira,Portugal,,HTL-R-8F53F4582C,Albufeira Resort Hotel 0074,4
